Seed was:  1322998564246784757
1322998564246784757
89.54358100891113
         99955905 function calls (99935444 primitive calls) in 102.775 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:7(Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:702(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:707(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:709(manager_path)
        1    0.000    0.000    0.000    0.000 __init__.py:712(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:717(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:722(BoolStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:727(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:729(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:732(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:737(ComplexFloatStorage)
        7    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:766(Filterer)
        7    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_PyFutureMeta)
        2    0.000    0.000    0.000    0.000 __init__.py:8(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:8(is_available)
        4    0.000    0.000    0.000    0.000 __init__.py:8(set_module)
        2    0.000    0.000    0.000    0.000 __init__.py:81(__setattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:83(Bunch)
        1    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:848(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:873(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 __init__.py:88(cuBLASModule)
        1    0.000    0.000    0.000    0.000 __init__.py:885(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 __init__.py:886(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:897(SubclassedCategorical)
        1    0.000    0.000    0.004    0.004 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:925(__init__)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _add_newdocs.py:1(<module>)
      263    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6405(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:9(<module>)
        1    0.000    0.000    0.012    0.012 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 _arffread.py:170(NumericAttribute)
        1    0.000    0.000    0.002    0.002 _arffread.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _arffread.py:231(StringAttribute)
        1    0.000    0.000    0.000    0.000 _arffread.py:255(DateAttribute)
        1    0.000    0.000    0.000    0.000 _arffread.py:338(RelationalAttribute)
        1    0.000    0.000    0.000    0.000 _arffread.py:54(ArffError)
        1    0.000    0.000    0.000    0.000 _arffread.py:58(ParseArffError)
        1    0.000    0.000    0.000    0.000 _arffread.py:65(Attribute)
        1    0.000    0.000    0.000    0.000 _arffread.py:653(MetaData)
        1    0.000    0.000    0.000    0.000 _arffread.py:95(NominalAttribute)
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
        7    0.000    0.000    0.000    0.000 _arrays.py:53(_matrix_doc_to_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:60(bsr_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:64(coo_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:68(csc_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:72(csr_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:76(dia_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:80(dok_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:84(lil_array)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _asarray.py:111(<setcomp>)
        9    0.000    0.000    0.000    0.000 _asarray.py:22(require)
        1    0.000    0.000    0.000    0.000 _async.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _atfork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _atfork.py:15(_register)
        1    0.000    0.000    0.000    0.000 _atfork.py:18(register_after_fork)
        4    0.000    0.000    0.000    0.000 _axis_nan_policy.py:139(_axis_nan_policy_factory)
        4    0.000    0.000    0.010    0.003 _axis_nan_policy.py:187(axis_nan_policy_decorator)
        4    0.000    0.000    0.000    0.000 _axis_nan_policy.py:322(<listcomp>)
        1    0.000    0.000    0.035    0.035 _axis_nan_policy.py:7(<module>)
        2    0.000    0.000    0.025    0.012 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.004    0.004 _base.py:1283(ExcelFile)
        1    0.000    0.000    0.003    0.003 _base.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:14(SparseWarning)
        1    0.000    0.000    0.000    0.000 _base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 _base.py:18(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 _base.py:22(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 _base.py:315(Future)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:498(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 _base.py:53(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:559(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:57(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:60(spmatrix)
        1    0.000    0.000    0.000    0.000 _base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:621(Future)
        1    0.000    0.000    0.000    0.000 _base.py:641(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _base.py:758(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _base.py:76(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.004    0.004 _basic.py:5(<module>)
        1    0.000    0.000    0.005    0.005 _basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:13(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:181(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:248(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:279(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:295(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:35(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _binomtest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _binomtest.py:10(BinomTestResult)
        2    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.036    0.036 _bootstrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bootstrap.py:11(BootstrapDegenerateDistributionWarning)
        1    0.000    0.000    0.002    0.002 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:67(BSpline)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.003    0.003 _builtins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _builtins.py:114(_gen_torch_functional_registered_ops)
        9    0.000    0.000    0.000    0.000 _builtins.py:120(<genexpr>)
     1172    0.000    0.000    0.000    0.000 _builtins.py:124(_is_special_functional_bound_op)
       14    0.000    0.000    0.003    0.000 _builtins.py:128(_get_builtin_table)
        6    0.002    0.000    0.003    0.000 _builtins.py:134(register_all)
       14    0.000    0.000    0.003    0.000 _builtins.py:158(_register_builtin)
        7    0.000    0.000    0.000    0.000 _bunch.py:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 _bunch.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _bunch.py:33(_make_tuple_bunch)
        1    0.000    0.000    0.000    0.000 _bunch.py:6(_validate_names)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:514(BVPResult)
        1    0.000    0.000    0.000    0.000 _byteordercodes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 _check.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _check.py:9(AttributeTypeIsSupportedChecker)
        1    0.000    0.000    0.000    0.000 _classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classes.py:15(_Classes)
        1    0.000    0.000    0.000    0.000 _classes.py:18(__init__)
        1    0.000    0.000    0.000    0.000 _classes.py:4(_ClassNamespace)
        1    0.000    0.000    0.001    0.001 _cobyla_py.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _cobyla_py.py:30(synchronized)
        4    0.002    0.001    0.004    0.001 _codata.py:1498(parse_constants_2002to2014)
        1    0.001    0.001    0.001    0.001 _codata.py:1510(parse_constants_2018toXXXX)
        1    0.000    0.000    0.000    0.000 _codata.py:1561(ConstantWarning)
       22    0.000    0.000    0.000    0.000 _codata.py:1566(_check_obsolete)
       22    0.000    0.000    0.000    0.000 _codata.py:1572(value)
        1    0.000    0.000    0.005    0.005 _codata.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
       50    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       41    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:767(__contains__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 _color_data.py:7(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.002    0.002 _comparison.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _comparison.py:19(ErrorMeta)
        1    0.000    0.000    0.000    0.000 _comparison.py:252(UnsupportedInputs)
        1    0.000    0.000    0.000    0.000 _comparison.py:256(Pair)
        1    0.000    0.000    0.000    0.000 _comparison.py:331(ObjectPair)
        1    0.000    0.000    0.000    0.000 _comparison.py:353(NonePair)
        1    0.000    0.000    0.000    0.000 _comparison.py:367(BooleanPair)
        1    0.000    0.000    0.000    0.000 _comparison.py:405(NumberPair)
        1    0.000    0.000    0.000    0.000 _comparison.py:516(TensorLikePair)
        1    0.000    0.000    0.000    0.000 _comparison.py:54(<dictcomp>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.002    0.002 _compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compressed.py:23(_cs_matrix)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.045    0.045 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:119(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:157(Bounds)
        1    0.000    0.000    0.000    0.000 _constraints.py:18(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:196(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1005(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1082(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1148(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1199(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:124(kstwo_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1268(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1335(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1382(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1439(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1498(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1607(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1685(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1749(exponpow_gen)
